AdminPermissions,AllocatorPermissions,AllowedPathPrefix,AllowedProperties,ApproversOnCreate,ApproversOnDataDelete,ApproversOnDelete,ApproversOnExtend,ApproversOnResize,AreasNum,AreasPrivateSize,AreasSharedSize,AreasSize,AreasSizeGB,AreasSizeTB,AreasUsage,AreasUsageGB,AreasUsageTB,AvailableSize,AvailableSizeGB,AvailableSizePerSharedPool,AvailableSizePerSharedPoolGB,AvailableSizePerSharedPoolTB,AvailableSizeTB,BusinessGroup,CachePermissions,CacheSize,Cell,DefaultGrace,DefaultPathPrefix,DefaultProperties,DiskSelectionStrategy,DiskSelectionStrategyCache,FSGroup,FSPermissions,FileSystemGroup,FileSystemPermissions,GlobalPathPrefix,LocalPathPrefix,MaxActiveAreas,MaxActiveSize,MaxCacheSize,MaxDisabledPeriod,MaxDuration,MaxGrace,MaxSize,MemberResources,MemberResourcesCache,Permissions,Policies,Project,QSlot,ReplicatorPermissions,RequiredProperties,SharedPools,Status,StodFSPermissions,TotalPrivateSize,TotalSharedSize,TotalSize,TotalSizeGB,TotalSizeTB,Type,User,ViewPermissions
,,/nfs/tl/disks /nfs/tl/proj,,,,,,,2,27032676,0,27032676,26399.098,25.78,20112948,19641.551,19.181,4190369,4092.157,0,0.0,0.0,3.996,MCG,,0,,unlimited,/nfs/tl/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,27648000,tlnap02a.tl.intel.com:vol0 ,bwnap01a/aggr0 bwnap01a/aggr1 bwnap01b/aggr0 bwnap02a/aggr0 bwnap02b/aggr0 tlnap02a.tl.intel.com/aggr0 tmnap01a.tm.intel.com/aggr0 ,plemoine dleahy1,,buildbot,,,,,Compliant,,35690393,0,35690393,34853.899,34.037,Project,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,4190369,4092.157,0,0.0,0.0,3.996,MCG,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,bwefs01a.ibw.intel.com:vol4 bwnap02a:vol15 ,bwnap01a/aggr0 bwnap01a/aggr1 bwnap01b/aggr0 bwnap02a/aggr0 bwnap02b/aggr0 tlnap02a.tl.intel.com/aggr0 tmnap01a.tm.intel.com/aggr0 ,,,coeenv,,,,,Compliant,,35690393,0,35690393,34853.899,34.037,User,others,
,,/nfs/ibw/disks /nfs/ibw/proj,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,4190369,4092.157,0,0.0,0.0,3.996,MCG,,0,,unlimited,/nfs/ibw/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,3072000,bwefs01a.ibw.intel.com:vol4 bwnap02a:vol15 ,bwnap01a/aggr0 bwnap01a/aggr1 bwnap01b/aggr0 bwnap02a/aggr0 bwnap02b/aggr0 tlnap02a.tl.intel.com/aggr0 tmnap01a.tm.intel.com/aggr0 ,hipadm bneigenf aloss,,coeenv,,,,,Compliant,,35690393,0,35690393,34853.899,34.037,Project,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,4190369,4092.157,0,0.0,0.0,3.996,MCG,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,,bwnap01a/aggr0 bwnap01a/aggr1 bwnap01b/aggr0 bwnap02a/aggr0 bwnap02b/aggr0 bwnap01a/aggr0 bwnap01a/aggr1 bwnap01b/aggr0 bwnap02a/aggr0 bwnap02b/aggr0 tlnap02a.tl.intel.com/aggr0 tmnap01a.tm.intel.com/aggr0 ,,,hsw,,,,,Compliant,,35690393,0,35690393,34853.899,34.037,User,others,
aloss agorianx,,/nfs/ibw/eda/data /nfs/ibw/disks /nfs/ibw/proj,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,4190369,4092.157,0,0.0,0.0,3.996,MCG,,0,,unlimited,/nfs/ibw/eda/data,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,,bwnap01a/aggr0 bwnap01a/aggr1 bwnap01b/aggr0 bwnap02a/aggr0 bwnap02b/aggr0 bwnap01a/aggr0 bwnap01a/aggr1 bwnap01b/aggr0 bwnap02a/aggr0 bwnap02b/aggr0 tlnap02a.tl.intel.com/aggr0 tmnap01a.tm.intel.com/aggr0 ,bneigenf no73lay,,hsw,,,,,Compliant,,35690393,0,35690393,34853.899,34.037,Project,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,4190369,4092.157,0,0.0,0.0,3.996,MCG,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,bwnap02a:vol12 bwnap02b:vol12 ,bwnap01a/aggr0 bwnap01a/aggr1 bwnap01b/aggr0 bwnap02a/aggr0 bwnap02b/aggr0 tlnap02a.tl.intel.com/aggr0 tmnap01a.tm.intel.com/aggr0 ,,,xg233cd,clearcase,,,,Compliant,,35690393,0,35690393,34853.899,34.037,User,others,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,4190369,4092.157,0,0.0,0.0,3.996,MCG,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,bwnap02a:vol12 bwnap02b:vol12 ,bwnap01a/aggr0 bwnap01a/aggr1 bwnap01b/aggr0 bwnap02a/aggr0 bwnap02b/aggr0 tlnap02a.tl.intel.com/aggr0 tmnap01a.tm.intel.com/aggr0 ,,,xg233cd,,,,,Compliant,,35690393,0,35690393,34853.899,34.037,User,others,
,,/nfs/ibw/disks /nfs/ibw/proj,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,4190369,4092.157,0,0.0,0.0,3.996,MCG,,0,,unlimited,/nfs/ibw/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,bwnap02a:vol12 bwnap02b:vol12 ,bwnap01a/aggr0 bwnap01a/aggr1 bwnap01b/aggr0 bwnap02a/aggr0 bwnap02b/aggr0 tlnap02a.tl.intel.com/aggr0 tmnap01a.tm.intel.com/aggr0 ,petrosya jdkarpin,,xg233cd,,,,,Compliant,,35690393,0,35690393,34853.899,34.037,Project,,
,,/nfs/ibw/disks /nfs/ibw/proj,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,4190369,4092.157,0,0.0,0.0,3.996,MCG,,0,,unlimited,/nfs/ibw/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,bwnap02a:vol12 bwnap02b:vol12 ,bwnap01a/aggr0 bwnap01a/aggr1 bwnap01b/aggr0 bwnap02a/aggr0 bwnap02b/aggr0 tlnap02a.tl.intel.com/aggr0 tmnap01a.tm.intel.com/aggr0 ,,,xg233cd,clearcase,,,,Compliant,,35690393,0,35690393,34853.899,34.037,QSlot,,
iszuca bneigenf aloss dleahy1 jdkarpin,,,,,,,,,4,27339876,0,27339876,26699.098,26.073,20188907,19715.729,19.254,4190369,4092.157,0,0.0,0.0,3.996,MCG,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,,bwnap01a/aggr0 bwnap01a/aggr1 bwnap01b/aggr0 bwnap02a/aggr0 bwnap02b/aggr0 tlnap02a.tl.intel.com/aggr0 tmnap01a.tm.intel.com/aggr0 ,mmielck cds_c14 no73lay cadlib,,,,,,,Compliant,,35690393,0,35690393,34853.899,34.037,Business Group,,
amaczuga dleahy1,,/nfs/igk/disks,,jdkarpin iszuca,,jdkarpin iszuca,jdkarpin iszuca,jdkarpin iszuca,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,MCPD,,0,,unlimited,/nfs/igk/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* ,,,,,,,,,Compliant,,0,0,0,0.0,0.0,Business Group,,
,,,,,,,,,2,194610,0,194610,190.049,0.186,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,MG,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* ,,,,ibx,,,,,Compliant,,0,0,0,0.0,0.0,User,others,
mjphelps amaczuga jdkarpin,,,,,,,,,2,194610,0,194610,190.049,0.186,173980,169.902,0.166,0,0.0,0,0.0,0.0,0.0,MG,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* ,,rdoceall snowakow,,ibx,,,,,Compliant,,0,0,0,0.0,0.0,Project,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,MG,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* ,,,,wimax,,,,,Compliant,,0,0,0,0.0,0.0,User,others,
amaczuga jdkarpin,,/nfs/igk/disks,,jdkarpin iszuca,,jdkarpin iszuca,jdkarpin iszuca,jdkarpin iszuca,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,MG,,0,,unlimited,/nfs/igk/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* ,,sbastek,,wimax,,,,,Compliant,,0,0,0,0.0,0.0,Project,,
gquinn amaczuga dleahy1,,,,,,,,,2,194610,0,194610,190.049,0.186,173980,169.902,0.166,0,0.0,0,0.0,0.0,0.0,MG,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,,,rdoceall,,,,,,,Compliant,,0,0,0,0.0,0.0,Business Group,,
,,,,,,,,,2,1024010,0,1024010,1000.01,0.977,0,0.0,0.0,3795958,3706.99,0,0.0,0.0,3.62,NDG,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,irnap04b:vol11 irnap05a:vol2 ,,,,kent,,,,,Compliant,,5843968,0,5843968,5707.0,5.573,User,others,
iszuca mjphelps dleahy1 jvaquero,,/nfs/iir/proj /nfs/iir/disks,,,,,,,2,1024010,0,1024010,1000.01,0.977,638674,623.705,0.609,3795958,3706.99,0,0.0,0.0,3.62,NDG,,0,,unlimited,/nfs/iir/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,4096000,irnap04b:vol11 irnap05a:vol2 ,,dalcazar,,kent,,,,,Compliant,,5843968,0,5843968,5707.0,5.573,Project,,
,,,,,,,,,2,1024010,0,1024010,1000.01,0.977,638674,623.705,0.609,0,0.0,0,0.0,0.0,0.0,NDG,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,,,,,,,,,,Compliant,,0,0,0,0.0,0.0,Business Group,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,NQL,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* ,,,,anvl,,,,,Compliant,,0,0,0,0.0,0.0,User,others,
amaczuga jdkarpin,,/nfs/igk/disks,,jdkarpin iszuca,,jdkarpin iszuca,jdkarpin iszuca,jdkarpin iszuca,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,NQL,,0,,unlimited,/nfs/igk/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* ,,,,anvl,,,,,Compliant,,0,0,0,0.0,0.0,Project,,
amaczuga dleahy1,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,NQL,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,,,,,,,,,,Compliant,,0,0,0,0.0,0.0,Business Group,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,PCAM,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* ,,,,cocdata,,,,,Compliant,,0,0,0,0.0,0.0,User,others,
,,/nfs/igk/disks,,jdkarpin iszuca,,jdkarpin iszuca,jdkarpin iszuca,jdkarpin iszuca,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,PCAM,,0,,unlimited,/nfs/igk/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* ,,,,cocdata,,,,,Compliant,,0,0,0,0.0,0.0,Project,,
amaczuga dleahy1,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,PCAM,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,,,,,,,,,,Compliant,,0,0,0,0.0,0.0,Business Group,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,PCCG,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* ,,,,softcreek,,,,,Compliant,,0,0,0,0.0,0.0,User,others,
amaczuga jdkarpin,,/nfs/igk/disks,,jdkarpin iszuca,,jdkarpin iszuca,jdkarpin iszuca,jdkarpin iszuca,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,PCCG,,0,,unlimited,/nfs/igk/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,gksfiler01:* gksfiler02:* gksfiler03:* gksfiler04:* ,,jpwysocz,,softcreek,,,,,Compliant,,0,0,0,0.0,0.0,Project,,
,,,,,,,,,0,0,0,0,0.0,0.0,0,0.0,0.0,143043,139.69,0,0.0,0.0,0.136,PCCG,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,swnap01b.isw.intel.com:vol0 ,,,,spd,other,,,,Compliant,,2560717,0,2560717,2500.7,2.442,User,others,
,,,,,,,,,4,2355200,0,2355200,2300.0,2.246,0,0.0,0.0,143043,139.69,0,0.0,0.0,0.136,PCCG,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,swnap01b.isw.intel.com:vol0 ,,,,spd,,,,,Compliant,,2560717,0,2560717,2500.7,2.442,User,others,
,,/nfs/isw/disks,,mjphelps,,mjphelps,mjphelps,mjphelps,0,0,0,0,0.0,0.0,0,0.0,0.0,143043,139.69,0,0.0,0.0,0.136,PCCG,,0,,unlimited,/nfs/isw/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,2048000,swnap01b.isw.intel.com:vol0 ,,,,spd,other,,,,Compliant,,2560717,0,2560717,2500.7,2.442,QSlot,,
mjphelps,,/nfs/isw/disks,,mjphelps,,mjphelps,mjphelps,mjphelps,4,2355200,0,2355200,2300.0,2.246,1845252,1802.004,1.76,143043,139.69,0,0.0,0.0,0.136,PCCG,,0,,unlimited,/nfs/isw/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,2048000,swnap01b.isw.intel.com:vol0 ,,barambep,,spd,,,,,Compliant,,2560717,0,2560717,2500.7,2.442,Project,,
wossowic mjphelps amaczuga dleahy1,,,,,,,,,4,2355200,0,2355200,2300.0,2.246,1845252,1802.004,1.76,0,0.0,0,0.0,0.0,0.0,PCCG,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,,,,,,,,,,Compliant,,0,0,0,0.0,0.0,Business Group,,
,,,,,,,,,1,30720,0,30720,30.0,0.029,0,0.0,0.0,1243914,1214.76,0,0.0,0.0,1.186,PCG,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,gknap01a:* ,,,,Edisonville,,,,,Compliant,,17090305,0,17090305,16689.751,16.299,User,others,
,,/nfs/igk/disks,,jdkarpin iszuca,,jdkarpin iszuca,jdkarpin iszuca,jdkarpin iszuca,1,30720,0,30720,30.0,0.029,390,0.381,0.0,1243914,1214.76,0,0.0,0.0,1.186,PCG,,0,,unlimited,/nfs/igk/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read execute all:none  sticky,,owner:read write execute group:read execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,gknap01a:* ,,mjemiol,,Edisonville,,,,,Compliant,,17090305,0,17090305,16689.751,16.299,Project,,
,,,,,,,,,2,419840,0,419840,410.0,0.4,0,0.0,0.0,1243914,1214.76,0,0.0,0.0,1.186,PCG,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,gknap01a:* ,,,,HAP,,,,,Compliant,,17090305,0,17090305,16689.751,16.299,User,others,
,,/nfs/igk/disks,,jdkarpin iszuca,,jdkarpin iszuca,jdkarpin iszuca,jdkarpin iszuca,2,419840,0,419840,410.0,0.4,79498,77.635,0.076,1243914,1214.76,0,0.0,0.0,1.186,PCG,,0,,unlimited,/nfs/igk/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read execute all:none  sticky,,owner:read write execute group:read execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,gknap01a:* ,,spredd1,,HAP,,,,,Compliant,,17090305,0,17090305,16689.751,16.299,Project,,
,,,,,,,,,4,1863680,0,1863680,1820.0,1.777,0,0.0,0.0,2593228,2532.449,0,0.0,0.0,2.473,PCG,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,gkefs01a.igk.intel.com:vol5 gknap01a:vol2 gknap01b:* ,,,,molettebend,,,,,Compliant,,23712400,0,23712400,23156.641,22.614,User,others,
,,/nfs/igk/disks,,jdkarpin iszuca,,jdkarpin iszuca,jdkarpin iszuca,jdkarpin iszuca,4,1863680,0,1863680,1820.0,1.777,1434169,1400.556,1.368,2593228,2532.449,0,0.0,0.0,2.473,PCG,,0,,unlimited,/nfs/igk/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read write execute all:none  sticky,,owner:read write execute group:read write execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,12492800,gkefs01a.igk.intel.com:vol5 gknap01a:vol2 gknap01b:* ,,mmkocior kturek gkrelrob mmuszyns mbeger mjemiol,,molettebend,,,,,Compliant,,23712400,0,23712400,23156.641,22.614,Project,,
,,,,,,,,,1,102400,0,102400,100.0,0.098,0,0.0,0.0,526786,514.439,0,0.0,0.0,0.502,PCG,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,gkefs01a.igk.intel.com:vol4 ,,,,processteam,,,,,Compliant,,3247554,0,3247554,3171.439,3.097,User,others,
jdkarpin,,/nfs/igk/disks,,jdkarpin iszuca,,jdkarpin iszuca,jdkarpin iszuca,jdkarpin iszuca,1,102400,0,102400,100.0,0.098,11908,11.629,0.011,526786,514.439,0,0.0,0.0,0.502,PCG,,0,,unlimited,/nfs/igk/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read execute all:none  sticky,,owner:read write execute group:read execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,gkefs01a.igk.intel.com:vol4 ,,mmkocior,,processteam,,,,,Compliant,,3247554,0,3247554,3171.439,3.097,Project,,
,,,,,,,,,2,112640,0,112640,110.0,0.107,0,0.0,0.0,1310705,1279.985,0,0.0,0.0,1.25,PCG,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,gkefs01a.igk.intel.com:vol3 gknap01a:* ,,,,punit,,,,,Compliant,,20337860,0,20337860,19861.191,19.396,User,others,
iszuca wchilins jdkarpin,,/nfs/igk/disks,,jdkarpin,,jdkarpin,jdkarpin,jdkarpin,2,112640,0,112640,110.0,0.107,52990,51.748,0.051,1310705,1279.985,0,0.0,0.0,1.25,PCG,,0,,unlimited,/nfs/igk/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read execute all:none  sticky,,owner:read write execute group:read execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,gkefs01a.igk.intel.com:vol3 gknap01a:* ,,jdudek mkrzywie rmarszew mklimasz,,punit,,,,,Compliant,,20337860,0,20337860,19861.191,19.396,Project,,
,,,,,,,,,1,512000,0,512000,500.0,0.488,0,0.0,0.0,938665,916.665,0,0.0,0.0,0.895,PCG,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,gkefs01a.igk.intel.com:vol3 gkefs01a.igk.intel.com:vol5 ,,,,rste,,,,,Compliant,,6495109,0,6495109,6342.88,6.194,User,others,
jdkarpin,,/nfs/igk/disks,,jdkarpin,,jdkarpin,jdkarpin,jdkarpin,1,512000,0,512000,500.0,0.488,453308,442.684,0.432,938665,916.665,0,0.0,0.0,0.895,PCG,,0,,unlimited,/nfs/igk/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read execute all:none  sticky,,owner:read write execute group:read execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,512000,gkefs01a.igk.intel.com:vol3 gkefs01a.igk.intel.com:vol5 ,,mklimasz,,rste,,,,,Compliant,,6495109,0,6495109,6342.88,6.194,Project,,
,,,,,,,,,1,204800,0,204800,200.0,0.195,0,0.0,0.0,66791,65.226,0,0.0,0.0,0.064,PCG,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,gkefs01a.igk.intel.com:vol3 ,,,,sculinuxdev,,,,,Compliant,,3247555,0,3247555,3171.44,3.097,User,others,
jdkarpin,,/nfs/igk/disks,,jdkarpin iszuca,,jdkarpin iszuca,jdkarpin iszuca,jdkarpin iszuca,1,204800,0,204800,200.0,0.195,46959,45.858,0.045,66791,65.226,0,0.0,0.0,0.064,PCG,,0,,unlimited,/nfs/igk/disks,,SpareRelative,SpareRelative,,owner:read write execute group:read execute all:none  sticky,,owner:read write execute group:read execute all:none  sticky,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,1024000,gkefs01a.igk.intel.com:vol3 ,,bnowakow,,sculinuxdev,,,,,Compliant,,3247555,0,3247555,3171.44,3.097,Project,,
,,,,,,,,,1,5120,0,5120,5.0,0.005,0,0.0,0.0,66791,65.226,0,0.0,0.0,0.064,PCG,,0,,unlimited,,,SpareRelative,SpareRelative,,owner:read write execute group:read execute setid all:none ,,owner:read write execute group:read execute setid all:none ,,,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,unlimited,gkefs01a.igk.intel.com:vol3 ,,,,sculinuxval,,,,,Compliant,,3247555,0,3247555,3171.44,3.097,User,others,
